EXCHANGE%3DNASDAQ
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
134,683.97,684.4337,683.67,684.4337,2540
135,684.453,684.75,683.99,684.04,2100
136,684.56,685,684.56,685,9712
137,684.38,684.61,684.19,684.606,2648
138,684.18,684.57,684.18,684.45,2000
139,684.54,684.56,684.11,684.24,1700
140,684.975,685,684.6025,684.85,3756
141,686.23,686.23,685,685,8982
142,686.21,686.6699,685.995,686.045,5680
143,686.25,686.25,685.68,686,3649
144,686.18,686.25,685.8902,686.24,900
145,685.519,686.49,685.519,686.14,3730
146,685.9998,685.9998,685.3816,685.73,3490
147,685.035,686,685.035,686,7233
148,685.5205,685.6,685,685.4,4711
149,685.36,685.36,685.025,685.025,2400
150,685.38,685.9299,685.32,685.55,2200
151,685.969,686.22,685.51,685.7,3263
152,685.75,686.04,685.75,685.8111,2000
153,685.5501,686,685.45,685.75,1310
154,687.1,687.1,685.7921,685.7921,7017
155,687.3141,687.33,686.99,686.99,1535
156,687.3948,687.44,687,687.1,3908
157,686.8,687.4159,686.54,687.4159,6200
159,687.12,687.65,687.05,687.26,4107
160,686.83,687.5,686.82,687.46,2400
161,687.375,687.6,687.2641,687.55,1112
162,687.33,687.6,687.2,687.5,2874
163,686.24,687.52,686.02,687.5199,7800
164,685.62,686.43,685.57,686.43,1100
165,685.662,686.07,685.5,685.9238,1748
166,685.5,685.9329,685.14,685.66,3859
167,685.34,685.8044,685.34,685.6,1063
168,684.9301,685.5,684.72,685.5,4665
169,684.8259,685.2,684.8259,685.2,900
170,685,685.355,684.715,685.355,2800
171,685,685,684.892,685,2100
172,684.97,685.16,684.89,684.89,2400
173,684.99,685.6399,684.95,685.24,1300
174,684.26,685.22,684.26,685.01,1400
175,684.735,685.06,684.735,684.81,800
176,685.21,685.21,685.21,685.21,100
177,685.23,685.495,685.01,685.495,6900
178,684.1099,685.31,684.1099,685.21,1800
179,684.82,684.96,684.44,684.77,1400
180,684.425,684.48,684.24,684.38,700
181,684.48,684.5,684.41,684.43,1600
182,684.368,684.5,684.04,684.5,1012
183,684.0258,684.3192,683.62,684.3192,1760
184,683.942,684.05,683.85,684.019,500
185,683,683.62,683,683.6,2170
186,682.49,682.7278,682.3,682.6015,1540
187,683.34,683.45,683.14,683.45,315
188,683.9999,683.9999,683.69,683.69,350
189,683.7526,683.97,683.68,683.71,1600
190,683.8,684,683.8,683.84,2310
191,684.1,684.15,683.88,684.11,2700
192,684.13,684.32,684.04,684.12,1020
193,683.6658,684.38,683.3201,684.38,3658
194,683.83,683.83,683.32,683.32,400
195,684.16,684.16,683.83,684.11,600
196,684.69,684.69,684.04,684.16,1100
197,685.139,685.32,684.73,684.75,2495
198,685.21,685.3024,684.92,685.05,2420
199,684.91,685.48,684.67,685.48,2400
200,685.3309,685.3309,684.955,684.955,1500
201,685.24,685.31,684.92,685.18,1712
202,685.05,685.49,685.05,685.2363,2000
203,685.36,685.61,685.08,685.385,5075
204,685.2,685.36,685.2,685.36,300
205,685.36,685.37,685.15,685.28,1300
206,685.3,685.43,685.29,685.37,4863
207,685.52,685.76,685.19,685.36,2200
208,685.63,685.63,685.63,685.63,100
209,685.52,685.85,685.52,685.85,1430
210,685.04,685.0972,685.04,685.06,1100
211,685.76,685.76,685.0201,685.37,700
212,685.9068,685.9068,685.57,685.75,5300
213,685.7,686,685.58,685.62,1428
214,686,686,685.76,685.87,500
215,686.28,686.28,686.2,686.23,1000
216,687.7119,687.7119,686.24,686.24,8016
217,688.25,688.42,687.63,687.95,5225
218,688.78,689.43,688.23,688.49,9436
219,688.3589,688.492,687.85,688.492,2121
220,689.1,689.1,688.3001,688.57,800
221,688,689.089,688,689,2957
222,687.14,688.11,686.72,688.11,4330
223,687.57,687.57,687,687,553
224,687.0001,687.375,687.0001,687.16,600
225,687.3128,687.334,687.1468,687.1468,400
226,688.1799,688.1899,687.53,687.53,3004
227,687.47,688.01,687.47,688.01,350
228,687.125,687.8597,687.125,687.8597,200
229,688.12,688.12,687.3,687.3,1215
230,687.93,688.1,687.88,688.1,2000
231,688.22,688.22,687.83,687.83,2089
232,688.5,688.5,688.2,688.2,2182
233,688.4,689.08,688.4,688.5,2570
234,688.99,689,688.52,688.52,3030
235,688.65,689,688.6,689,700
236,688,688.83,688,688.65,808
237,687.85,688.2,687.73,688.2,808
238,688.13,688.13,687.55,687.93,1900
239,688.05,688.7,688.0001,688.21,4396
241,688.1862,688.55,688.1862,688.55,500
242,688.26,688.74,688.04,688.68,2965
243,688.02,688.3867,687.99,688.3867,600
244,688.49,688.55,688.2525,688.45,800
245,688.68,688.72,688.291,688.72,1421
246,688.3528,688.74,688.15,688.715,2950
247,688.05,688.56,688.0001,688.56,1250
248,687.96,688.3,687.96,688.23,1300
249,687.85,688.135,687.85,688.135,302
250,688.25,688.25,687.62,687.62,1000
251,688.62,688.62,688.255,688.4,959
252,689,689,688.42,688.42,690
253,688.7274,688.999,688.7274,688.8,1000
254,688.3,689.04,688.3,688.63,4964
256,688.375,688.7219,688.375,688.59,500
257,689,689,688.66,688.737,5318
258,688.44,688.9,688.2,688.9,2066
259,688,688.08,688,688.08,300
260,688.406,688.406,688.37,688.37,450
261,688.9001,689.33,688.9001,689,2750
262,689.07,689.07,689,689,1300
263,689.63,689.63,689.15,689.15,745
264,689.73,689.94,689.55,689.55,1900
265,689.544,689.84,689.5,689.81,2700
266,690.54,690.57,689.99,689.99,3197
267,690.599,690.599,690.599,690.599,150
268,691.33,691.58,690.47,690.48,6455
269,690.82,691.15,690.6,691.15,6182
270,691,691,690.415,690.92,1400
271,691.9,691.93,690.44,690.44,4650
272,690.66,691.35,690.612,691.35,1400
273,690.51,690.92,690.5,690.78,400
275,690.04,690.04,689.5,690,433
276,690.71,690.76,690.31,690.6,4861
277,691.92,691.92,690.7977,691.02,3600
278,691.665,691.9,691.2305,691.2492,4959
279,692.755,692.755,691.675,692,3209
280,693.96,694.0548,692.5,693.07,2550
281,694.975,695.3399,694.23,694.248,9993
282,695.33,695.64,694.83,695.115,11052
283,694.67,695.4,694.56,695.4,1682
284,695.748,695.75,694.95,694.95,3798
285,695.6899,695.72,695.15,695.66,2700
286,695.51,695.56,695.18,695.36,600
287,695.8,695.8,695.4349,695.53,3769
288,695.28,695.8,695.27,695.521,2088
289,694.75,695.22,694.75,695.22,800
290,695.35,695.35,694.77,694.77,925
291,695.595,695.8,694.71,694.87,3375
292,695.624,695.8,695.5732,695.8,1153
293,696.1579,696.29,695.8493,695.8493,1500
294,696.7,696.72,696.3,696.3,2000
295,697.31,697.49,696.6675,696.6675,3825
296,697.61,697.74,697.02,697.02,2070
297,697.545,697.74,697.3242,697.532,1620
298,696.32,697.26,695.91,697.26,7707
299,696.0201,696.55,696.0201,696.2566,900
300,696.85,697.42,696.51,696.542,2500
301,697.24,697.24,696.7515,696.9068,1150
302,697.5,697.7,697.11,697.35,4320
303,697.25,697.58,697.04,697.58,800
304,697.79,697.79,697.16,697.51,925
305,697.39,697.96,697.31,697.79,3847
306,696.88,697.5,696.38,697.42,1620
307,695.01,696.9565,695,696.9565,5489
308,696.3929,696.4,695.26,695.26,1499
309,696.2401,696.62,696.2401,696.62,560
310,696.25,697,696.25,696.5411,2420
311,696.3,696.55,696.3,696.36,800
312,696.422,696.73,696.375,696.54,2483
313,695.94,696.69,695.8,696.5991,3051
314,696.59,696.7396,695.8,696.18,4175
315,697.06,697.06,696.65,696.65,1612
316,695.8,697.1089,695.8,697.1089,3800
317,695.88,695.905,695.6,695.75,1450
318,695.69,695.91,695.5,695.6,2700
319,695.28,695.47,695.21,695.47,1608
320,695.53,695.53,695.16,695.38,1000
321,694.74,695.09,694.74,695.08,1780
322,695.0625,695.3,694.75,695.3,1493
323,694.63,694.8,694.63,694.74,500
324,694.1338,694.5701,694.1338,694.49,1959
325,694,694.1,693.9572,694.1,700
326,694.13,694.51,693.941,693.941,3280
327,694.65,694.65,693.93,693.93,2430
328,694.46,694.46,694.19,694.24,1100
329,694.49,694.54,694.3,694.3,900
330,694.1001,694.55,694.1001,694.4899,1631
331,694.6606,694.6606,694.6606,694.6606,1410
332,695.2148,695.35,694.93,695.18,800
333,694.93,695.36,694.9,695.36,3785
334,694.6642,694.71,694.46,694.46,330
335,694.54,694.99,694.41,694.99,1422
336,694.97,695.12,694.42,694.5,1100
337,695.54,695.54,695.3185,695.3185,1700
338,695.8499,695.88,695.74,695.74,900
339,697.29,697.3,695.44,695.89,7807
340,698.47,698.5,697.29,697.29,7985
341,698.55,698.74,697.805,698.54,5392
342,698.034,698.65,697.85,698.3,2800
343,698.43,698.5,698.0801,698.1624,3146
344,698.01,698.47,698.01,698.47,4900
345,699.1,699.1,697.91,698.029,6510
346,698.916,698.916,698.4348,698.73,2426
347,699.05,699.27,698.52,698.58,1745
348,698.69,699.21,698.64,699.21,1697
349,699,699.17,698.62,698.63,3416
350,699.38,699.38,698.58,698.76,3489
351,698.9196,699.36,698.74,699.0101,2845
352,699.2825,699.35,698.97,699.01,1800
353,698.82,699.3049,698.6,699.24,2649
354,698.398,698.51,698.25,698.51,550
355,698.51,698.65,698.26,698.2909,2000
356,698.143,698.4,698.12,698.165,1100
357,698.67,698.86,698.445,698.58,2703
358,698.92,699.23,698.5,698.67,3131
359,698.97,699.04,698.95,698.95,800
360,699,699.08,698.42,699.08,2930
361,698.57,699.05,698.57,698.95,2600
362,698.92,699.22,698.53,698.64,2324
363,698.77,698.9,698.71,698.88,2772
364,698.92,699.2499,698.5,698.55,3524
365,698.715,699.12,698.5,699.08,1800
366,698.84,698.89,698.56,698.89,1200
367,699.29,699.29,698.601,698.91,1733
368,699.02,699.5,699.01,699.31,4961
369,699.33,699.88,699.28,699.28,3811
370,699.49,699.675,699.0601,699.675,2150
371,699.75,699.75,699.2401,699.65,2327
372,699.65,699.7191,699.33,699.5999,1423
373,699.1133,699.47,699.11,699.47,710
374,698.99,699.49,698.9,699.36,5974
375,698.42,698.9,698.42,698.9,2466
376,698.42,698.63,698.42,698.43,2181
377,698.42,698.79,698.42,698.5124,3548
378,698.0409,698.69,698,698.42,7270
379,698.06,698.34,698.02,698.1,5104
380,698.07,698.15,697.73,698.02,6118
381,698.13,698.69,698.02,698.04,4400
382,698.49,698.71,698.14,698.1401,3926
383,698.35,698.64,698.35,698.64,1028
384,698.59,698.75,698.35,698.35,4364
385,698.7298,699,698.4,698.4,5115
386,698.85,698.925,698.62,698.72,6942
387,698.94,698.9989,698.61,698.88,5435
388,698.91,699.11,698.6101,698.8,8655
389,699.24,699.29,698.5801,698.84,6535
390,699.56,700,699,699,66844
a1456410600,700.01,700.01,700,700.01,28340
1,702.6619,702.925,700,700.21,12806
2,702.29,702.94,701.497,702.13,16013
3,701.39,702.7,700.72,702.68,5408
4,701.02,701.12,700,700.8875,10607
5,699.635,700.96,699.39,700.96,11797
6,698.502,699.93,698.502,699.4625,6965
7,697.282,698.64,697,698.46,8852
8,696.04,697.4799,695.13,697.08,12517
9,696.405,696.61,695,696.07,8385
10,697.47,697.75,695.82,696.42,6752
11,696.32,697.8,696.13,697.7163,11350
12,697.92,698,695.94,696.55,5786
13,694.52,697.81,694.35,697.8,9921
14,693.18,694.88,693.05,694.7089,8921
15,692.77,693.29,692.46,692.93,14525
16,693.7,694.13,693.015,693.1224,8973
17,693.71,694.4089,693.11,693.45,4200
18,694.39,694.47,693.44,693.91,2874
19,693.89,694.62,693.6,694.62,2000
20,693.98,694.38,693.72,694,1900
21,692.36,693.968,692.23,693.64,5108
22,693.68,693.87,692.01,692.13,5600
23,694.47,694.47,693.99,694,2797
24,695.1002,695.45,694.245,694.245,4085
25,694.63,695.44,694.31,695.44,4272
26,693.95,694.79,693.87,694.68,5600
27,694.72,694.78,693.88,693.88,3900
28,693.17,694.4,693,694.4,3900
29,693.87,694.82,693.15,693.295,3900
30,692.3915,693.762,692.07,693.762,10550
31,690.66,692.39,690.585,692.39,4980
32,691.72,691.815,690.77,690.77,4830
33,691.717,691.76,691.32,691.76,600
34,691.772,692.2,691.02,691.36,11397
35,693,693,691.952,691.952,3533
36,692.465,693.22,692.17,692.796,5913
37,692.61,693.1188,692.3,692.49,4180
38,693.11,693.15,692.18,692.7,5800
39,694,694,693.57,693.61,2800
40,692.97,694.01,692.97,694.01,2017
41,691.96,693.5,691.85,692.868,4250
42,694,694.01,692.22,692.22,1666
43,695.35,695.35,694.6836,694.73,3337
44,695.23,695.35,694.63,695,2486
45,696.02,696.35,695.7,695.7,4250
46,696.3901,696.83,696.18,696.35,2863
47,696.715,696.96,696.634,696.88,800
48,696.94,697.2,696.4711,696.61,5918
49,697.036,697.105,696.4,697.105,5900
50,696.566,696.89,696.26,696.63,838
51,697,697,696.4756,696.56,1661
52,696.7001,697.39,696.57,697.24,3950
53,696.76,697.1554,696.71,697.1554,700
54,695.4,696.75,695.29,696.75,3032
55,695,695.68,694.9,695.58,1538
56,695.95,695.95,695,695,1729
57,696.15,696.26,695.3,695.55,2000
58,696.3817,696.687,695.89,696.687,1917
59,696.51,696.51,695.585,696.399,3667
60,697.7,697.8,696.57,696.57,1500
61,696.01,697.67,696.01,697.67,2950
62,695.9801,696.9,695.9001,696,2400
63,696.55,696.971,695.99,695.99,850
64,697.24,697.24,696.82,696.82,300
65,697.25,697.25,696.76,696.82,1250
66,696.2068,696.642,696.2068,696.63,700
67,697.14,697.21,696.6302,696.8,1700
68,697.14,697.26,696.44,696.64,1200
69,696.9,696.9,696.67,696.67,350
70,696.75,696.75,696.4,696.49,2800
71,696.3,697.13,696.3,696.6569,400
72,698.71,698.71,696.79,696.92,3407
73,698.1,698.87,698.07,698.6,5712
74,699,699.12,697.54,697.846,4373
75,698.73,699.56,698.68,699.29,3250
76,699.4804,699.4804,698.55,698.55,750
77,699.17,699.17,698.51,698.82,1200
78,698.74,699.265,698.74,699.1,6645
79,698.75,698.75,698.5,698.6,400
80,698.585,698.7,698.41,698.7,800
81,698.43,698.645,698.39,698.59,2000
82,698.315,698.315,698.315,698.315,100
83,699.43,699.43,698.52,698.57,1400
84,699.09,699.09,698.41,698.92,2200
85,699.41,699.41,699.01,699.36,600
86,698.916,699.39,698.916,699.31,1378
87,698.81,699.28,698.6016,698.6016,1100
88,697.95,698.3632,697.95,698.15,2550
89,697.04,697.41,696.99,697.4,2340
90,696.51,696.93,696.51,696.9,1582
91,695.6,696.059,695.075,696.059,7707
92,695.23,695.7,695.2,695.58,1600
93,694.75,695.2179,694.75,695.2179,1573
94,695.55,695.8,694.85,694.85,5800
95,695.61,695.61,695.18,695.23,2500
96,695.95,695.95,695.535,695.85,950
97,696.15,696.64,696.11,696.33,2673
98,696.0889,696.0889,695.88,695.88,1000
99,697,697,696.36,696.36,1100
100,696.97,697,696.76,697,2080
101,696.32,696.78,696.32,696.5112,1900
102,696.39,696.68,696.39,696.57,900
103,696.82,696.84,696,696.22,1606
104,695.6313,696.13,695.6313,696.13,800
105,696.0999,696.0999,695.11,695.61,1100
106,695.1,695.38,694.93,695.38,1500
107,696.47,696.47,695.15,695.15,400
108,696.8,697.19,696.49,696.49,2100
109,697.2999,697.2999,696.82,696.85,1300
110,696.2,697.24,696.2,697.18,1500
111,696.72,696.72,696.71,696.71,200
112,696.58,696.58,696.58,696.58,100
113,697.19,697.25,696.85,696.94,1100
114,697.37,697.96,697.312,697.5,1650
115,697.99,698,697.28,697.33,1125
116,697.99,697.99,697.172,697.56,1303
117,698.71,698.71,697.99,697.99,1850
118,698.14,698.5,698.12,698.12,1431
119,698.09,698.45,698.04,698.15,1273
120,698.49,698.55,698.01,698.52,700
121,698.35,699,698.35,698.52,1800
122,698,698.57,698,698.57,5300
123,698.37,698.37,698.37,698.37,200
124,697.25,697.69,697.18,697.67,1750
125,697.57,697.76,697.27,697.53,2004
126,697.5,697.98,697.5,697.54,900
127,698.44,698.44,697.62,697.62,900
128,698.46,698.77,698.34,698.76,1600
129,698.45,698.83,698.33,698.83,1000
130,697.93,698,697.93,698,200
131,698.5339,698.58,698.14,698.14,400
132,698.18,698.3,697.95,698.3,600
133,697.4021,697.92,696.98,697.92,500
134,696.94,697.2165,696.551,697.2165,1400
135,696.56,696.97,696.56,696.91,2000
136,696.66,696.66,695.98,696.55,2400
137,696.76,697,696.76,697,300
138,696.65,696.701,696.65,696.701,400
139,696.48,696.65,696.43,696.61,1900
140,696.795,697.01,696.5,696.75,1000
141,697.79,697.79,696.9,697.22,3700
142,698.64,698.66,698.03,698.03,1082
143,698.05,698.44,698.05,698.44,1250
145,698.61,698.79,698.075,698.33,1085
146,698.76,698.77,698.45,698.75,817
147,699.5363,699.5363,698.8,698.8,1259
148,699.415,699.5,699,699.098,1500
149,698.99,699.15,698.56,699.01,2347
150,698.76,699.235,698.76,699.17,810
151,698.38,698.38,698.36,698.36,200
152,698.58,698.58,698.2641,698.2641,350
153,699.081,699.2,698.35,698.58,2998
154,698.995,699.0101,698.72,699.0101,1000
155,698.827,698.827,698.37,698.4814,476
156,698.53,698.53,698.12,698.26,3286
157,698.83,698.9799,698.28,698.47,5886
158,698.74,698.95,698.4,698.95,6637
159,698.79,698.79,698.439,698.75,2925
160,698.55,698.74,698.41,698.47,1700
161,698.73,698.73,698.55,698.55,350
162,698.4181,698.4181,698.4181,698.4181,100
163,698.3201,698.62,698.3201,698.62,400
164,698.828,698.94,698.52,698.73,3030
165,699.36,699.36,698.93,698.93,2600
166,699.74,699.74,699.3445,699.38,5908
167,699.1827,699.98,699.1827,699.75,3506
168,699.27,699.34,699.1079,699.28,898
170,698.83,699.2575,698.83,699.11,2254
171,698.27,698.77,698.21,698.77,600
172,698.36,698.361,698.36,698.36,510
173,698.88,698.88,698.08,698.5,2350
175,698.171,698.8,698.171,698.8,1400
176,698.94,698.98,698.57,698.57,4404
177,699.0299,699.0595,699.0299,699.0595,377
178,699.46,699.5,699.02,699.02,1300
179,699.4683,699.53,699.36,699.36,850
180,699.48,699.48,699.47,699.47,200
181,698.82,699.25,698.82,699.25,1600
182,697.3601,698.36,697.3601,698.16,2440
183,697.335,697.8,697.22,697.8,1500
184,697.02,697.05,697.02,697.05,400
185,697.35,697.65,697.01,697.2248,5787
186,697.928,697.928,697.5001,697.64,1800
187,698.13,698.13,697.8,697.8,300
188,698.2625,698.2625,698.11,698.145,500
189,698.1,698.13,698.08,698.12,500
190,697.6,698.04,697.6,698.04,700
191,697.6999,697.6999,697.6999,697.6999,200
192,697.54,697.75,697.54,697.7,977
193,698.08,698.08,697.748,697.748,1600
194,698.05,698.05,697.6714,697.6714,400
195,698.185,698.19,698.05,698.05,1200
196,698.08,698.19,697.77,698.19,5033
197,698.13,698.15,697.914,698.1,2188
198,698.08,698.08,697.86,697.92,2200
199,698.565,698.565,698.16,698.16,1627
200,698.55,698.85,698.34,698.56,2700
201,698.67,698.67,698.3122,698.49,1397
202,698.839,699.06,698.55,698.55,10930
203,699.18,699.3,698.7175,698.7175,1150
204,698.96,699.45,698.96,699.24,815
205,699.51,699.51,699.29,699.29,950
206,699.25,699.54,699.25,699.29,1224
207,699.54,699.54,699.54,699.54,100
208,699.36,699.6199,699.36,699.6199,200
209,699.3,699.57,699.16,699.32,1680
210,699.065,699.47,699.065,699.28,1200
211,699.645,699.9,699.22,699.41,4150
212,700.28,700.28,699.59,699.63,9871
213,700.89,700.9,700.41,700.41,702
214,701,701.13,700.81,701.07,1918
215,701.1089,701.2,700.88,701.2,1260
216,701.7405,701.7405,701,701.01,3080
217,702.23,702.24,701.6501,701.6501,3828
218,702.44,702.65,702.07,702.23,4882
219,701.7451,702.07,701.68,702.06,749
220,701.4,701.95,701.28,701.93,1770
221,701.33,701.9,701.11,701.89,2300
222,701.26,701.26,701.06,701.11,650
223,700.5925,701.2492,700.5925,700.75,1701
224,701.5,701.5,701,701.1189,1750
225,701.76,702.2,701.445,701.5,2221
226,701.9632,701.9632,701.44,701.8008,700
227,701.8054,701.91,701.6075,701.6622,1609
228,701.76,702.21,701.74,701.74,800
229,701.73,702.2199,701.65,702.2199,2248
230,701.51,701.89,701.51,701.5601,2200
231,701.98,702.03,701.61,701.61,630
232,701.965,702,701.3609,701.99,2000
233,701.99,702.04,701.74,701.93,2444
234,702.04,702.34,701.81,701.81,1387
235,702.15,702.39,702,702.35,3940
236,701.91,702.5,701.91,702.4,2611
237,702.14,702.4,701.7,701.75,1900
238,702.426,702.59,702.1,702.1,1600
240,701.85,702.38,701.84,701.84,1278
241,702.56,702.65,702,702.22,1902
242,703.09,703.18,702.6,702.6,4631
243,702.63,703.15,702.63,703.01,1500
244,702.53,702.85,702.53,702.63,2382
245,702.58,703,702.46,702.59,3691
246,702.9,703.5,702.72,702.89,5200
247,703.2,703.44,702.9,702.9,3200
248,702.89,703.2199,702.67,703.2199,2200
249,702.93,703.27,702.89,702.89,849
250,703.3,703.75,702.93,702.93,2175
251,704.09,704.1099,703.69,703.83,5004
252,703.875,704.2,703.875,703.95,2900
253,704.02,704.02,703.87,703.88,834
254,704.3,704.39,704.18,704.2,2463
255,704.48,704.6,704.34,704.34,1180
256,704.227,704.5347,703.87,704.35,6974
257,703.23,704.135,703.23,704.135,2025
258,703.31,703.5,703,703.17,2950
259,702.97,703.22,702.97,703.1,1230
260,703.21,703.21,703.06,703.12,700
261,703.32,703.32,703.2,703.3,400
262,703.11,703.48,703.11,703.48,1250
263,703.37,703.42,703.27,703.35,2000
264,703.8,703.8,703.295,703.49,600
265,702.715,703.93,702.1,703.87,11759
266,702.0037,702.4618,701.824,702.3749,2855
267,702.41,702.41,702,702.3,1000
268,702.41,702.41,702.41,702.41,100
269,702.86,702.86,702.44,702.44,1100
270,703.26,703.444,703.02,703.055,2826
271,703.48,703.49,703.44,703.45,700
272,703,703.1966,702.96,703.1966,3416
273,703.2898,703.2898,703.03,703.08,1375
274,702.7,703.0988,702.7,703.0988,700
275,702.7,702.76,702.69,702.71,2086
276,702.45,702.58,702.3641,702.58,1412
277,702.42,702.42,702.42,702.42,200
278,702.59,702.59,702.11,702.42,1598
279,702.02,702.31,702.02,702.3,846
280,702.2084,702.2084,702.2084,702.2084,319
281,702.1781,702.2,702.1781,702.2,243
282,702.55,702.55,702.55,702.55,260
284,702.24,702.4,702.11,702.1535,1000
285,703.19,703.19,702.27,702.27,3100
286,703.2,703.2,703.2,703.2,100
287,703.01,703.01,702.9,702.92,700
288,702.71,703.0677,702.71,703.0677,695
289,703.2,703.2,702.72,702.72,500
290,703.37,703.4,702.97,702.97,2100
291,703.6,703.6,703.25,703.32,1486
292,703.59,703.6,703.126,703.5,2342
293,702.9,703.59,702.86,703.59,1800
294,702.8,703.03,702.8,703.03,900
295,702.12,702.3,701.65,702.3,2400
296,702.1551,702.67,702.12,702.121,3731
297,702.47,702.51,702.06,702.43,800
298,702.6,702.96,702.1305,702.55,4040
299,702.6,702.6,702.38,702.4,600
300,702.71,702.71,702.34,702.34,400
301,702.5156,702.82,702.29,702.82,1300
302,702.503,702.89,702.36,702.36,1250
303,702.25,702.825,702.25,702.5001,1572
304,702.3576,702.3576,702.2601,702.27,503
305,702.6,702.6,702.32,702.43,500
306,701.69,702.49,701.4,702.49,1600
307,701.91,701.91,701.51,701.58,1189
308,702.13,702.13,701.78,701.78,837
309,702.51,702.51,701.85,702.12,1700
310,702.61,702.61,702.23,702.49,1241
311,701.96,702.61,701.71,702.61,2700
312,701.91,701.93,701.91,701.92,700
313,701.12,702.21,701.12,702.21,1464
314,701.662,701.695,701.662,701.695,200
315,702.13,702.13,701.89,701.89,500
316,701.56,701.73,701.5,701.73,1100
317,701.98,701.98,701.52,701.52,1340
318,701.73,701.95,701.73,701.95,200
319,701.45,702.18,701.21,701.94,7128
320,700.61,701.47,700.42,701.47,1807
321,701.07,701.12,700.63,700.79,1500
322,700.75,701,700.75,700.8,1815
323,700.05,700.56,700,700.56,1539
324,700.55,700.55,699.998,700.1,800
325,701.05,701.05,700.55,700.74,4100
326,701.7,701.73,700.845,701.09,2000
327,701.86,701.86,701.46,701.46,2500
328,701.9,701.9,701.56,701.86,800
329,702.48,702.61,701.91,701.91,5700
330,702.49,702.92,702.28,702.55,1857
331,701.65,702.34,701.65,702.34,2511
332,702.6271,702.6271,701.92,701.92,1959
333,702.87,702.87,702.5,702.5,700
334,703.2842,703.2842,702.5981,702.69,2626
335,703.23,703.37,702.62,702.62,2298
336,702.6184,703.4,702.6184,703.29,3040
337,703.9499,703.9499,703.13,703.2,2915
338,703.1701,703.45,703.1701,703.42,2000
339,702.795,703.41,702.795,703.41,400
340,703.44,703.44,702.8,702.915,800
341,703.6,703.6,703.226,703.226,1000
342,703.61,703.96,703.24,703.96,700
343,703.44,703.84,703.44,703.63,1400
344,703.79,703.79,703.5228,703.5228,300
345,703.7175,704.05,703.65,703.99,3950
346,703.34,703.43,703.08,703.08,3389
347,702.46,703.26,702.46,703.165,2315
348,702.52,702.81,702.51,702.6325,1585
349,702.98,703.14,702.53,702.78,1200
350,702.9,703.22,702.801,702.89,2200
351,702.85,702.85,702.83,702.83,200
352,703.1,703.1,702.83,702.83,900
353,703.22,703.32,702.95,702.95,1100
354,703.285,703.285,703.05,703.19,1300
355,703.2,703.34,703.18,703.18,950
356,703.4,703.49,703.28,703.34,500
357,703.55,703.55,703.37,703.4,794
358,702.93,703.27,702.866,703.27,1149
359,703.07,703.12,702.88,702.95,800
360,702.44,702.962,702.44,702.962,1453
361,703.04,703.04,702.65,702.9,2200
362,703.07,703.29,702.8611,703.29,1000
363,702.43,703.23,702.43,702.98,2809
364,702.1101,702.28,702.095,702.095,1143
365,702.3301,702.8,702.3301,702.533,709
366,703.28,703.28,702.7453,702.78,2428
367,703.18,703.45,703.15,703.45,1102
368,703.6124,703.6124,703.29,703.43,1370
369,703.32,703.9,703.32,703.72,2469
370,703.58,703.97,703.5,703.5,2582
371,704.17,704.17,703.8,703.8,3427
372,704.19,704.25,703.7401,704.1599,1711
373,704.5,704.5,704.13,704.4065,4607
374,704.26,704.79,704.26,704.46,10262
375,703.9475,704.433,703.5723,704.18,4121
376,704.36,704.43,703.76,703.82,4308
377,704.01,704.31,704,704.24,6756
378,704.088,704.36,703.89,704.01,6209
379,704.045,704.25,703.82,704.18,4888
380,704,704.04,703.43,704.04,7881
381,703.83,704.0875,703.43,703.94,3652
382,703.9,704,703.38,703.72,12614
383,703.71,704.31,703.66,704.07,9234
384,703.49,703.83,703.49,703.7,2810
385,703.93,704.06,703.67,703.7,8941
386,704.091,704.15,703.62,704,7016
387,704.73,704.77,704.09,704.15,15650
388,705.0201,705.4,704.648,704.73,14794
389,705.16,705.44,704.78,705.09,7533
390,705.75,705.98,705.06,705.06,80809
a1456497000,709,709,708.52,708.58,25445
1,709.68,709.7312,708.41,708.76,16155
2,708.07,709.28,707.39,709.26,18461
3,708.9502,708.9502,707.27,707.97,8713
4,708.57,708.89,707.28,708.89,9145
5,709.4101,710,708.29,708.84,4180
6,710.24,710.73,709.41,709.41,15154
7,711.18,711.19,710.0147,710.0147,8155
8,710.25,711.2,710.05,711.16,8981
9,710.63,710.66,709.97,709.97,4300
10,709.5,710.25,709.25,710.25,6584
11,709.142,710.12,709,709.99,5275
12,709.67,710.96,709.47,709.47,7734
13,709.89,710.5,709.52,710.1555,4856
14,709.79,710.08,709.52,709.53,6749
15,709.69,709.97,709.34,709.8352,7823
16,710.32,710.34,709.67,709.88,8263
17,710.2068,710.4,709.96,710.08,6348
18,710.6775,710.8,710.03,710.03,7111
19,710.695,710.97,710.26,710.5201,9923
20,710.72,711.25,710.45,710.77,11376
21,711.22,711.31,710.3,710.6575,4000
22,710.93,711.35,710.7,711.08,15745
23,711.685,711.95,711.13,711.15,11293
24,712.5,712.5,711.64,711.95,19653
